"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"ppx1x2x3p[11,50,1]",4.02008243512974,3.9991,4.32000151553222,305.8,0.95,2.9597,5.39766,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,51,1]",1.34475462275449,1.32442,1.29120154676993,81.8,0.95,0.90933,1.78145,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,51,1]",1.79142505189621,1.70058,1.6513998508095,354.5,0.95,0.750256,3.05922,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,51,1]",1.68308577045908,1.6473,1.52426901818539,186.7,0.95,1.01604,2.43062,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,51,1]",1.8950480239521,1.8595,1.80030453946137,109.1,0.95,1.20248,2.64463,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,51,1]",1.59345219161677,1.56695,1.36253373569836,106.6,0.95,0.838652,2.47178,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,51,1]",2.40217113772455,2.37232,2.3467454787405,227.1,0.95,1.70878,3.18105,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,51,1]",2.57591660678643,2.50849,2.14338829564034,263.5,0.95,1.39609,3.8529,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,51,1]",2.85236021956088,2.81175,2.79016916934443,175.9,0.95,1.98927,3.91614,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,51,1]",3.00049491017964,2.99365,2.98172028235853,179.9,0.95,2.08115,3.93244,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,51,1]",3.09913902195609,3.00708,2.67666269629056,276.2,0.95,1.90234,4.64426,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,51,1]",4.15083323353293,4.10604,3.98802882002256,259.7,0.95,3.10549,5.49771,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,52,1]",1.12496393413174,1.09756,1.06281204805836,294.1,0.95,0.750122,1.49098,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,52,1]",1.50607485429142,1.41969,1.35717079183714,210.2,0.95,0.56571,2.67622,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,52,1]",1.40766541916168,1.37817,1.34193511127506,182.9,0.95,0.810688,2.04465,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,52,1]",1.5871103493014,1.56564,1.54976725102207,276.7,0.95,0.978037,2.25338,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,52,1]",1.3331398243513,1.31422,1.30982922064333,239,0.95,0.660063,2.0576,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,52,1]",2.01121898203593,1.99524,1.99674228690624,289.3,0.95,1.35791,2.63861,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,52,1]",2.15421445309381,2.11205,2.07493349581741,294,0.95,1.11581,3.17765,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,52,1]",2.38558115768463,2.35917,2.35751006603315,247.7,0.95,1.58949,3.12952,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,52,1]",2.51525522954092,2.50552,2.53895945003523,272.4,0.95,1.74705,3.46014,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,52,1]",2.59823255489022,2.50724,2.31827933526935,258.8,0.95,1.29964,3.70351,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,52,1]",3.47779343313373,3.43851,3.41475448296776,255.1,0.95,2.37315,4.52207,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,53,1]",1.20597689221557,1.18734,1.16873694544495,314.3,0.95,0.780537,1.61403,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,53,1]",1.60163417964072,1.54775,1.58245719364265,264.4,0.95,0.661602,2.71729,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,53,1]",1.51109758083832,1.49477,1.52488322691917,286.8,0.95,0.840883,2.24128,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,53,1]",1.69739022754491,1.69165,1.69722094273065,311.7,0.95,1.05865,2.38567,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,53,1]",1.42686249700599,1.38428,1.29740627241357,284.6,0.95,0.679686,2.23285,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,53,1]",2.15344291417166,2.14154,2.1763302051034,324.3,0.95,1.47776,2.83778,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,53,1]",2.31203766267465,2.23684,2.1666190288223,299.9,0.95,1.24327,3.61686,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,53,1]",2.55548974051896,2.53301,2.54522390928646,302.2,0.95,1.77573,3.53269,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,53,1]",2.69536015968064,2.63091,2.47637047138949,319.3,0.95,1.7423,3.70116,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,53,1]",2.78628786427146,2.68959,2.48393475399196,293,0.95,1.37986,4.12514,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,53,1]",3.72308051896208,3.68524,3.66171056405221,336.1,0.95,2.6013,4.9355,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,54,1]",1.0393973992016,1.01245,0.970537110158617,349.3,0.95,0.686067,1.41481,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,54,1]",1.3886653992016,1.31262,1.23639750766037,187.1,0.95,0.417409,2.30485,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,54,1]",1.30206083033932,1.26067,1.24014183732912,142.2,0.95,0.717873,1.88012,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,54,1]",1.46212489021956,1.43492,1.29749774169651,340.6,0.95,0.896085,2.00921,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,54,1]",1.23134272255489,1.19153,1.14701771813268,154.4,0.95,0.570039,1.94227,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,54,1]",1.85791612774451,1.81317,1.77435173106394,317.4,0.95,1.16074,2.49683,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,54,1]",1.99291473852295,1.94806,1.89021890961643,284.6,0.95,1.04799,3.04859,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,54,1]",2.20567508982036,2.15057,2.04404110283354,225.4,0.95,1.48278,3.01624,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,54,1]",2.32125391217565,2.29269,2.2998070563818,335.7,0.95,1.5634,3.13203,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,54,1]",2.40374304191617,2.33631,2.10328530737888,258.3,0.95,1.20778,3.59086,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,54,1]",3.20981283433134,3.16482,3.06738823415361,283.7,0.95,2.17504,4.21039,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,55,1]",1.08575755688623,1.08625,1.09973199850866,279.7,0.95,0.760542,1.42467,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,55,1]",1.44652872255489,1.39414,1.42064227036678,222.4,0.95,0.583309,2.47553,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,55,1]",1.35555800199601,1.34565,1.36010503028691,273.5,0.95,0.837184,1.91012,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,55,1]",1.52928140518962,1.49409,1.45844575884791,274.9,0.95,0.988916,2.08432,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,55,1]",1.28714508782435,1.26211,1.24293061176635,223.1,0.95,0.658391,2.00153,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,55,1]",1.93948271457086,1.91351,1.83351547893008,264.9,0.95,1.4234,2.4799,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,55,1]",2.07897167664671,2.02182,2.00290142070322,292.8,0.95,1.19,3.04745,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,55,1]",2.29822311377246,2.26823,2.12591788624127,389,0.95,1.69639,3.03951,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,55,1]",2.42561127744511,2.38693,2.33474309240249,252.5,0.95,1.70155,3.17693,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,55,1]",2.50692065868263,2.44431,2.25933341116349,244.6,0.95,1.33169,3.64479,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,55,1]",3.35453620758483,3.34182,3.31043606444674,235.4,0.95,2.40228,4.24521,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,56,1]",1.00700300798403,0.993438,0.98598615138903,347.1,0.95,0.614791,1.47209,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,56,1]",1.34198176846307,1.27495,1.23461057162659,181.7,0.95,0.507401,2.41008,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,56,1]",1.26091367265469,1.22727,1.18813392832123,330,0.95,0.673141,1.96272,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,56,1]",1.41877928742515,1.3641,1.28043070828094,255.9,0.95,0.757869,2.06536,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,56,1]",1.19499381836327,1.14953,1.12839049311654,295.7,0.95,0.512474,1.93306,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,56,1]",1.80169678243513,1.76206,1.66594277382803,340.9,0.95,1.15268,2.60281,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,56,1]",1.93306444710579,1.84344,1.77338916772681,313.7,0.95,0.859663,3.02999,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,56,1]",2.13591371257485,2.09765,1.97129064018253,319,0.95,1.15489,2.92847,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,56,1]",2.2526046506986,2.21224,2.17214857508127,324.7,0.95,1.30174,3.22771,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,56,1]",2.32682341317365,2.22129,1.92429443001013,241.1,0.95,1.12198,3.60365,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,56,1]",3.1107999001996,3.06858,3.03127941093401,328.3,0.95,2.03939,4.46994,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,57,1]",0.963777241516966,0.94516,0.92103908240547,274.7,0.95,0.622077,1.32391,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,57,1]",1.280760500998,1.2121,1.1509690872168,205.6,0.95,0.45751,2.10372,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,57,1]",1.20445139321357,1.18758,1.25334267082517,236.7,0.95,0.660938,1.71589,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,57,1]",1.35677361477046,1.3265,1.20297502879851,277,0.95,0.811873,1.88881,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,57,1]",1.1471422255489,1.0894,1.03097040357921,234.4,0.95,0.493927,1.77045,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,57,1]",1.72523007984032,1.70508,1.66408536360123,273.4,0.95,1.09439,2.32727,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,57,1]",1.85155005588822,1.77643,1.65368921212335,293.8,0.95,0.918001,2.89205,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,57,1]",2.04426646706587,2.02289,1.97117760955059,297.9,0.95,1.40464,2.92563,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,57,1]",2.15782071856287,2.10859,2.03123735842841,260.5,0.95,1.46079,3.05705,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,57,1]",2.23029515768463,2.1764,2.04794910497515,254.1,0.95,1.15169,3.35401,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,57,1]",2.97921373253493,2.95805,2.91499267637266,264.6,0.95,1.99891,4.06452,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,58,1]",1.01996905788423,1.00983,1.00816619963101,309.8,0.95,0.726972,1.34569,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,58,1]",1.36333451297405,1.30404,1.13628899595646,242,0.95,0.564737,2.36665,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,58,1]",1.27646009580838,1.25421,1.2313461657042,197.4,0.95,0.771962,1.82734,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,58,1]",1.43539901596806,1.40985,1.38722942612794,292.4,0.95,0.980766,1.9091,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,58,1]",1.20995674251497,1.1693,1.10108043615039,226,0.95,0.62491,1.90987,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,58,1]",1.82459289421158,1.79446,1.78224232087825,335.5,0.95,1.37064,2.42811,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,58,1]",1.95135700598802,1.88675,1.74323545521745,283.8,0.95,1.06946,2.79895,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,58,1]",2.16592205588822,2.13894,2.11876023750497,362.2,0.95,1.53038,2.86192,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,58,1]",2.28095748502994,2.26647,2.15668188962973,314.9,0.95,1.61971,2.94534,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,58,1]",2.35402876247505,2.29674,2.29486073456603,311.6,0.95,1.33674,3.42143,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,58,1]",3.15092045908184,3.15333,3.20120417177051,363.6,0.95,2.40315,4.00655,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,59,1]",1.16621304391218,1.14211,1.11179776896495,253.7,0.95,0.826518,1.54924,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,59,1]",1.5574167245509,1.50624,1.55601365675661,173.9,0.95,0.531734,2.59425,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,59,1]",1.45941397205589,1.41599,1.33159683553748,123.8,0.95,0.877866,2.06532,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,59,1]",1.64236694211577,1.61354,1.50758818737128,271.6,0.95,1.14524,2.29569,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,59,1]",1.38273213972056,1.33896,1.26814651716841,262.5,0.95,0.628571,2.08585,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,59,1]",2.0860143512974,2.05599,1.97318293642016,264.6,0.95,1.4494,2.72096,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,59,1]",2.23998943712575,2.17078,1.97076595623065,233.6,0.95,1.27828,3.4122,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,59,1]",2.47620882235529,2.44128,2.36937508429331,250.4,0.95,1.58029,3.30877,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,59,1]",2.60075856287425,2.57138,2.54632612887158,264,0.95,1.81834,3.35861,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,59,1]",2.69770620758483,2.65507,2.56659806468305,253.1,0.95,1.45803,3.96478,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,59,1]",3.60139117764471,3.55926,3.47519675342812,279.4,0.95,2.6071,4.56563,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,60,1]",1.04289098003992,1.01697,0.968828332661933,159.9,0.95,0.564848,1.46981,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,60,1]",1.39554880439122,1.33913,1.30432511628969,193.1,0.95,0.36784,2.36039,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,60,1]",1.30384382634731,1.27247,1.25970148653295,220.5,0.95,0.637564,1.9382,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,60,1]",1.46773170658683,1.4341,1.29672983175259,253.1,0.95,0.873779,2.23814,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,60,1]",1.23765278642715,1.20222,1.18700612937863,227.2,0.95,0.643114,2.13517,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,60,1]",1.86016554491018,1.83303,1.79768422526633,267,0.95,1.09314,2.56637,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,60,1]",2.00644164071856,1.89971,1.79990884926694,239.5,0.95,1.01501,3.33148,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,60,1]",2.20773538922156,2.15548,2.05050495622086,236.5,0.95,1.39122,3.17179,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,60,1]",2.3259818762475,2.27578,2.23252832203008,241.5,0.95,1.47638,3.26502,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,60,1]",2.40499107784431,2.33094,2.04809793865228,220.7,0.95,1.09797,3.67475,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,60,1]",3.21685624750499,3.15471,3.02553102244002,234.7,0.95,2.05721,4.53221,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,61,1]",1.05849586027944,1.03657,0.916231889296285,261.8,0.95,0.651012,1.52072,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,61,1]",1.40428248303393,1.31548,1.2555770432833,248.5,0.95,0.596284,2.47837,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,61,1]",1.32426483233533,1.29736,1.1290446711076,290.9,0.95,0.704026,2.03792,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,61,1]",1.48976805389222,1.471,1.52164484280442,286.5,0.95,0.901767,2.19559,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,61,1]",1.2553368003992,1.20523,1.04191232498083,233.1,0.95,0.626628,2.05303,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,61,1]",1.89371209580838,1.84566,1.68834190359137,282.4,0.95,1.16981,2.63866,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,61,1]",2.03045738722555,1.95081,1.86392786452717,272.8,0.95,0.905359,3.17309,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,61,1]",2.24300089820359,2.19589,1.96343662127256,307.7,0.95,1.43513,3.17022,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,61,1]",2.36576552894212,2.27095,2.13509006095121,293,0.95,1.63041,3.55199,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,61,1]",2.44682678243513,2.36026,2.16455193596254,262.3,0.95,1.2391,3.86899,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,61,1]",3.26898994011976,3.21119,2.98731916228536,290.5,0.95,2.10978,4.55308,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,62,1]",1.04860011776447,1.02843,0.957423567272388,285.4,0.95,0.619124,1.47937,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,62,1]",1.39734552095808,1.32259,1.27346900586271,191.7,0.95,0.419197,2.39735,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,62,1]",1.30936653293413,1.26034,1.16696647216973,282,0.95,0.775023,2.0483,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,62,1]",1.47738628343313,1.43509,1.41069917755106,292.4,0.95,0.873374,2.20053,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,62,1]",1.24347464271457,1.18007,1.12569291272257,251.1,0.95,0.521022,2.01095,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,62,1]",1.87010776447106,1.84225,1.67540617285984,268.4,0.95,1.19304,2.57821,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,62,1]",2.01043509381238,1.92229,1.82806548247825,266.9,0.95,0.930184,3.12646,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,62,1]",2.22346768463074,2.19365,2.18415648416185,240.5,0.95,1.23846,3.07565,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,62,1]",2.33756532934132,2.29757,2.22132310064892,277,0.95,1.44972,3.33119,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,62,1]",2.42393948103792,2.32809,2.03996464696361,247.6,0.95,1.00689,3.65285,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,62,1]",3.23380764471058,3.17858,2.9687061553274,277.4,0.95,2.09561,4.56634,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,63,1]",0.890813461077844,0.87494,0.860142367758922,269.1,0.95,0.616526,1.23012,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,63,1]",1.18531142115768,1.10941,0.975911888961414,207.3,0.95,0.420344,1.93072,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,63,1]",1.10963426147705,1.0981,1.10936559317669,269.3,0.95,0.705855,1.57609,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,63,1]",1.25276097804391,1.23288,1.18657787366874,219.2,0.95,0.820257,1.74434,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,63,1]",1.05598394011976,1.01412,0.971093459884612,207.5,0.95,0.547366,1.66054,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,63,1]",1.59004858483034,1.5718,1.54250969073155,242,0.95,1.11282,2.08654,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,63,1]",1.70604918962076,1.64309,1.56806962933851,267.4,0.95,0.916157,2.63623,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,63,1]",1.88472321357285,1.85157,1.78228390575573,304.5,0.95,1.25802,2.45502,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,63,1]",1.98656834331337,1.94625,1.90918766258493,236.2,0.95,1.37854,2.61162,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,63,1]",2.06224622155689,1.96025,1.76846279518069,200,0.95,1.14471,3.18002,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,63,1]",2.75043528942116,2.71797,2.63654857492514,211.7,0.95,2.0541,3.70872,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,64,1]",0.930404335329341,0.913107,0.889139046167646,279.6,0.95,0.625037,1.25631,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,64,1]",1.24582701197605,1.16054,1.09675550569423,178,0.95,0.382018,2.06516,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,64,1]",1.16043520558882,1.14709,1.14852320596792,214.8,0.95,0.672913,1.61193,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,64,1]",1.31078533333333,1.29669,1.24699796376051,261,0.95,0.88307,1.84247,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,64,1]",1.09809690419162,1.08679,1.09920085922804,303.1,0.95,0.585114,1.60467,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,64,1]",1.66549295608782,1.66132,1.69616982666059,255.1,0.95,1.16405,2.17401,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,64,1]",1.78314336127745,1.72005,1.5515564897383,254.9,0.95,0.954727,2.70108,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,64,1]",1.97559610778443,1.95901,1.88078823458531,221,0.95,1.27635,2.63264,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,64,1]",2.0798749241517,2.04035,1.99733536523325,244.9,0.95,1.46418,2.83109,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,64,1]",2.15308882035928,2.06229,1.95100116624783,210.5,0.95,1.24177,3.32846,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,64,1]",2.87328564870259,2.85515,2.77892481814413,228.6,0.95,2.08135,3.60535,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,65,1]",0.95741845508982,0.94011,0.968070311512958,285.8,0.95,0.642709,1.37373,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,65,1]",1.27734944111776,1.2219,1.16567933680582,260.5,0.95,0.466198,2.19808,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,65,1]",1.19851499001996,1.17309,1.16079155588878,265.7,0.95,0.669605,1.81597,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,65,1]",1.34505618562874,1.32836,1.27048935284912,316.7,0.95,0.870113,1.8509,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,65,1]",1.13441470858283,1.10597,1.05996980817851,239.6,0.95,0.543307,1.76929,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,65,1]",1.7087830998004,1.67898,1.67484522984045,290.7,0.95,1.16901,2.28041,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,65,1]",1.83224081037924,1.78303,1.67114088620129,256.4,0.95,1.03436,2.8874,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,65,1]",2.02824596806387,1.9937,1.90185821301145,387.9,0.95,1.30435,2.74285,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,65,1]",2.13688562874251,2.08977,2.03473202084863,270.9,0.95,1.44752,2.94095,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,65,1]",2.20673379241517,2.14123,1.94056241750698,242.7,0.95,1.26662,3.29096,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,65,1]",2.95462668662675,2.91856,2.74296180540713,275.3,0.95,2.15514,4.12726,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,66,1]",0.873578411177645,0.861687,0.818300703095032,268,0.95,0.640503,1.14916,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,66,1]",1.16592428143713,1.12403,1.11688954526746,245.4,0.95,0.481522,2.00892,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,66,1]",1.09519189620758,1.07586,1.07995383247037,111.6,0.95,0.706334,1.56303,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,66,1]",1.23154756487026,1.20454,1.16981186699488,285.2,0.95,0.861114,1.69898,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,66,1]",1.0384805988024,1.01126,0.917995197078967,251.4,0.95,0.504844,1.59547,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,66,1]",1.56410866267465,1.54508,1.40799756984402,267.6,0.95,1.19476,2.01681,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,66,1]",1.67800671656687,1.60497,1.5515336920388,248.7,0.95,0.928847,2.53177,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,66,1]",1.85517437125749,1.8315,1.77293930063424,266.6,0.95,1.33782,2.37852,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,66,1]",1.95394175648703,1.94359,1.99074556831111,297.5,0.95,1.32361,2.47233,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,66,1]",2.01864729540918,1.96169,1.85995628688754,245.4,0.95,1.1609,2.9285,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,66,1]",2.69959127744511,2.67962,2.61215636461897,307.3,0.95,2.0578,3.33632,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,67,1]",1.03223195608782,1.02453,0.908697811919038,173,0.95,0.666013,1.4909,NA,NA,NA,NA,NA,NA,NA
