"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"ppx1x2x3p[1,1,1]",0.990312866267465,0.977398,0.937652710575476,357.3,0.95,0.712113,1.28865,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,1,1]",1.32249966267465,1.24219,1.18297997693801,188.1,0.95,0.513008,2.19505,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,1,1]",1.24111610978044,1.21556,1.19494770411335,193.9,0.95,0.77178,1.83188,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,1,1]",1.39554840518962,1.37063,1.34069009416195,313.6,0.95,0.952446,1.92893,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,1,1]",1.17768413772455,1.13691,1.10697939532161,219.7,0.95,0.5771,1.83873,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,1,1]",1.76993684630739,1.74905,1.67640980224015,327.5,0.95,1.28584,2.24794,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,1,1]",1.89674173453094,1.85228,1.81099612670493,270.5,0.95,1.04706,2.77926,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,1,1]",2.10176760479042,2.06932,1.96721504569036,302.3,0.95,1.47784,2.7671,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,1,1]",2.21116946107784,2.20325,2.26669377054274,303.8,0.95,1.6418,2.86039,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,1,1]",2.28738750499002,2.21216,2.05936154014766,280.2,0.95,1.32317,3.38732,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,1,1]",3.05845946107784,3.04199,3.00273764351385,278.9,0.95,2.20224,3.75273,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,2,1]",1.00262029141717,0.959654,0.876830842372043,220.9,0.95,0.628254,1.46378,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,2,1]",1.33278898003992,1.24999,1.0560829142769,182.9,0.95,0.459057,2.2245,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,2,1]",1.24992691417166,1.20863,1.13035389022203,245.1,0.95,0.684558,1.87211,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,2,1]",1.41165173053892,1.38148,1.36394438080736,254.2,0.95,0.820204,2.10458,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,2,1]",1.18838494211577,1.1276,1.09509910003526,142.9,0.95,0.544126,1.92957,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,2,1]",1.79290601596806,1.72793,1.57787725133118,158.9,0.95,1.14039,2.5167,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,2,1]",1.91433956686627,1.84709,1.69231636569734,288.8,0.95,1.04455,3.0085,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,2,1]",2.12717051896208,2.07158,1.84830598635879,239,0.95,1.25903,3.11158,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,2,1]",2.24499612774451,2.17632,2.07978800872812,236.5,0.95,1.37026,3.30908,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,2,1]",2.31805624550898,2.21067,2.02699359412262,183.8,0.95,1.20504,3.7122,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,2,1]",3.09825522954092,3.00299,2.76125924220608,170.8,0.95,1.96567,4.38194,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,3,1]",1.00420243912176,0.990532,0.967808670580212,260.7,0.95,0.673605,1.34534,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,3,1]",1.32064236127745,1.30185,1.40128479682485,257.9,0.95,0.543076,2.08045,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,3,1]",1.25210359081836,1.22759,1.16423378469267,249.6,0.95,0.79377,1.7134,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,3,1]",1.41569488223553,1.37862,1.30967481912072,225.8,0.95,0.923958,1.97813,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,3,1]",1.18884694211577,1.15664,1.10122365907402,235.2,0.95,0.599766,1.85584,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,3,1]",1.79373966067864,1.77995,1.75683659655053,274.2,0.95,1.33244,2.38313,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,3,1]",1.91930825948104,1.87109,1.86770161106234,252.6,0.95,1.11129,2.88142,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,3,1]",2.12924516966068,2.09571,2.00861945649445,242.4,0.95,1.44091,2.81492,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,3,1]",2.24541944111776,2.2223,2.20642208987283,200.1,0.95,1.56636,2.98679,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,3,1]",2.32371996007984,2.25401,2.10943373198847,237.1,0.95,1.34967,3.54769,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,3,1]",3.10176636726547,3.09895,3.18334531477106,331.8,0.95,2.1246,3.86891,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,4,1]",1.245549,1.2154,1.21007257345513,88.1,0.95,0.782928,1.77778,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,4,1]",1.65891385628743,1.58027,1.47930334103767,183.5,0.95,0.632394,2.79182,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,4,1]",1.55920262275449,1.51998,1.51519102755826,91.8,0.95,0.895881,2.33163,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,4,1]",1.75111803792415,1.72811,1.75930693929225,55,0.95,1.10435,2.48428,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,4,1]",1.47673121756487,1.43273,1.3438806769185,148.3,0.95,0.646606,2.27561,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,4,1]",2.22236473053892,2.18226,2.12157967669202,84.4,0.95,1.53885,3.08728,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,4,1]",2.38842716766467,2.29461,2.12205582370047,86,0.95,1.23738,3.70109,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,4,1]",2.64394041916168,2.55824,2.41819279696704,94.3,0.95,1.75351,3.88678,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,4,1]",2.7822101996008,2.67967,2.5811609057169,139.2,0.95,1.89323,4.04281,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,4,1]",2.8775496007984,2.82412,2.74386057885073,101,0.95,1.49116,4.5346,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,4,1]",3.83980155688623,3.78616,3.69367016347767,147.4,0.95,2.63548,5.15021,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,5,1]",1.16647791616766,1.1526,1.18488260824378,349.1,0.95,0.781269,1.61372,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,5,1]",1.54900048103792,1.47998,1.32623838486282,294.4,0.95,0.613994,2.70793,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,5,1]",1.4570149001996,1.42125,1.33962852517877,264.1,0.95,0.848035,2.08977,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,5,1]",1.63931852295409,1.5924,1.48513146757641,321.4,0.95,1.06672,2.2269,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,5,1]",1.38122122754491,1.34107,1.33626118540069,252.4,0.95,0.659021,2.15154,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,5,1]",2.08148443113772,2.04116,1.88634510477913,405.6,0.95,1.49978,2.7952,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,5,1]",2.23202024351297,2.16412,1.92616336735339,307.7,0.95,1.20285,3.34597,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,5,1]",2.47264902195609,2.40179,2.32990347787107,301.9,0.95,1.63718,3.33588,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,5,1]",2.60697087824351,2.56468,2.35955481121257,287.4,0.95,1.67335,3.46053,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,5,1]",2.69001161676647,2.63017,2.39609674693725,271.2,0.95,1.52701,3.98312,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,5,1]",3.60071463073852,3.52735,3.37297437233422,319.3,0.95,2.57415,4.7947,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,6,1]",1.074349249501,1.06368,1.03879417420651,235.4,0.95,0.739309,1.36775,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,6,1]",1.4292589261477,1.37219,1.20242363531945,183,0.95,0.618067,2.44081,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,6,1]",1.34377248902196,1.32075,1.27073665443272,176.4,0.95,0.897848,1.91697,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,6,1]",1.51172145908184,1.49161,1.4823782538995,293.3,0.95,1.0544,1.99518,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,6,1]",1.27294420758483,1.25117,1.27681301085758,249.3,0.95,0.741222,1.98215,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,6,1]",1.91761333333333,1.90036,1.88344754071315,289.9,0.95,1.49427,2.37581,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,6,1]",2.0570850499002,2.00104,1.95912886372872,268.2,0.95,1.1937,2.9786,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,6,1]",2.27682574850299,2.25373,2.2468090861997,291.5,0.95,1.66667,2.87468,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,6,1]",2.39399750499002,2.36855,2.31329869224717,350.9,0.95,1.85042,2.97021,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,6,1]",2.46647700598802,2.45341,2.46397487197868,325.1,0.95,1.5744,3.49866,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,6,1]",3.31536089820359,3.32172,3.3754822973013,280.8,0.95,2.63273,4.05278,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,7,1]",1.16421248103792,1.14395,1.09844510839662,320,0.95,0.788656,1.5818,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,7,1]",1.5504885748503,1.47853,1.31179129539272,233.2,0.95,0.572719,2.63476,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,7,1]",1.45327711377246,1.41285,1.3871718713078,225.6,0.95,0.838835,2.03861,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,7,1]",1.6398746506986,1.60391,1.47337282209137,300,0.95,1.07063,2.30782,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,7,1]",1.37900291616766,1.32101,1.20382733533777,269.1,0.95,0.756467,2.18884,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,7,1]",2.08252283433134,2.04519,1.98219293441818,288.3,0.95,1.48274,2.80742,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,7,1]",2.2289640998004,2.13725,1.96097891139623,303.3,0.95,1.24699,3.40159,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,7,1]",2.47068994011976,2.4121,2.24154541103178,216.7,0.95,1.69945,3.4007,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,7,1]",2.60561149700599,2.56427,2.38713081360302,255.8,0.95,1.80141,3.62787,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,7,1]",2.68061662674651,2.60797,2.38921551048427,279.1,0.95,1.59209,4.0297,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,7,1]",3.59209099800399,3.5735,3.6586637982429,344,0.95,2.62601,4.65661,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,8,1]",1.10445773253493,1.07083,1.02755992828982,187.8,0.95,0.651835,1.58604,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,8,1]",1.470937,1.37538,1.28168905550575,226,0.95,0.481049,2.65085,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,8,1]",1.38155032734531,1.32051,1.25006072073194,195.2,0.95,0.56639,2.08299,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,8,1]",1.55655867265469,1.50051,1.46632637276871,130.8,0.95,0.80865,2.31348,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,8,1]",1.30767276846307,1.24516,1.08788694857249,222.2,0.95,0.625984,2.22665,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,8,1]",1.97776922155689,1.92288,1.78709006249238,178,0.95,1.032,2.83729,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,8,1]",2.12760594011976,2.02308,1.91582647076759,147.7,0.95,0.904991,3.36467,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,8,1]",2.35270518762475,2.27447,2.06474009521729,212.1,0.95,1.32301,3.56266,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,8,1]",2.47405910179641,2.39139,2.15950967046239,110.8,0.95,1.28453,3.53327,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,8,1]",2.55847203193613,2.4286,2.10528007606474,240.7,0.95,1.4388,4.24847,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,8,1]",3.40963259481038,3.31892,3.17842900222947,260.7,0.95,2.0645,4.86083,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,9,1]",0.812337880239521,0.801039,0.778917497578969,190.7,0.95,0.579353,1.0968,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,9,1]",1.08235235528942,1.03867,0.890799091160881,209,0.95,0.346625,1.8034,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,9,1]",1.01750473852295,1.01357,0.978211272648956,266.2,0.95,0.604894,1.45133,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,9,1]",1.14394930938124,1.12565,1.06463834852457,168.4,0.95,0.772642,1.62595,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,9,1]",0.962660313373254,0.93249,0.894881363626311,244.6,0.95,0.459386,1.47158,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,9,1]",1.45134084031936,1.45284,1.46728933311241,148.8,0.95,1.09011,1.91459,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,9,1]",1.55670969860279,1.53369,1.52072854329661,254.9,0.95,0.783688,2.27494,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,9,1]",1.72245459081836,1.71457,1.69320581759536,104.8,0.95,1.20556,2.25386,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,9,1]",1.81640131736527,1.77535,1.65257275321095,222.8,0.95,1.28647,2.45701,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,9,1]",1.87400127145709,1.82293,1.69239459050129,250.7,0.95,1.07297,2.82002,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,9,1]",2.50796890219561,2.46654,2.38040839341964,147.1,0.95,1.85852,3.20654,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,10,1]",0.965870800399202,0.941835,0.933930650713871,300,0.95,0.579929,1.35767,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,10,1]",1.27596312774451,1.22366,1.11052792852008,228.4,0.95,0.530409,2.28218,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,10,1]",1.20639712974052,1.18527,1.2096126757791,227.6,0.95,0.706086,1.91557,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,10,1]",1.35994882235529,1.31792,1.25029379845306,268.1,0.95,0.753339,1.93817,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,10,1]",1.14551161676647,1.08764,1.03248317224876,208.3,0.95,0.579786,1.93211,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,10,1]",1.72498479041916,1.69083,1.67507648183041,229.7,0.95,1.07552,2.41309,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,10,1]",1.85172895608782,1.74688,1.60387444056892,261,0.95,0.946937,2.92675,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,10,1]",2.04693676646707,1.98264,1.94694218717343,193.4,0.95,1.24571,2.81548,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,10,1]",2.15550972055888,2.08736,1.99615349209075,196.6,0.95,1.33847,3.07376,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,10,1]",2.22190584830339,2.14926,1.92089910839091,238.3,0.95,1.21592,3.30107,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,10,1]",2.97968025948104,2.91604,2.68434188712786,234.1,0.95,1.91067,4.02997,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,11,1]",1.0449075489022,1.03146,1.0262440767037,320.5,0.95,0.613006,1.48786,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,11,1]",1.3968328003992,1.3297,1.26022175674178,227.4,0.95,0.423679,2.42601,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,11,1]",1.3089694251497,1.25701,1.18291321051931,286.7,0.95,0.704133,2.04716,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,11,1]",1.47125913972056,1.42465,1.34272192896868,316.9,0.95,0.877174,2.15905,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,11,1]",1.23953544510978,1.19129,1.15028163031651,215.7,0.95,0.485575,1.9543,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,11,1]",1.86695898003992,1.84851,1.78845566043753,310.4,0.95,1.13632,2.64482,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,11,1]",2.00277412175649,1.93193,1.69594611352895,274.8,0.95,1.05006,3.12074,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,11,1]",2.21981636726547,2.17886,2.29056695462344,264.3,0.95,1.2599,3.20131,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,11,1]",2.33456365269461,2.29999,2.27109215257082,295.6,0.95,1.36428,3.35764,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,11,1]",2.41920135728543,2.35576,2.34387576962657,282.5,0.95,1.25036,3.76655,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,11,1]",3.22985714570858,3.19869,3.23971009258097,294.7,0.95,2.08996,4.71607,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,12,1]",1.05510594610778,1.04319,1.03098234883504,316.2,0.95,0.698309,1.36224,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,12,1]",1.41051083632735,1.3437,1.34984337711674,254.2,0.95,0.55338,2.45319,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,12,1]",1.31824536726547,1.29737,1.21920610534487,230.9,0.95,0.744769,1.81738,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,12,1]",1.48298630339321,1.46987,1.49079567163089,327,0.95,1.00984,2.01417,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,12,1]",1.25491177644711,1.22282,1.20129304966608,146.9,0.95,0.54619,2.01054,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,12,1]",1.88950634730539,1.86639,1.77797787160485,248.6,0.95,1.37208,2.56531,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,12,1]",2.02897139720559,1.9581,1.81695222313708,303.5,0.95,1.08409,3.09665,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,12,1]",2.23789363273453,2.23168,2.30020642276655,207.4,0.95,1.56892,2.94683,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,12,1]",2.36050890219561,2.34683,2.41750400035718,261.1,0.95,1.63711,3.17041,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,12,1]",2.43275291417166,2.35131,2.27199008409087,273.9,0.95,1.35517,3.48071,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,12,1]",3.2668445508982,3.20483,3.12498751950081,242.7,0.95,2.26902,4.21609,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,13,1]",1.04832280439122,1.03653,1.01725806704988,185.9,0.95,0.752366,1.40176,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,13,1]",1.39429252295409,1.3451,1.34072313381082,209.5,0.95,0.582141,2.37122,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,13,1]",1.31122339121756,1.27419,1.17839671169445,129.9,0.95,0.892762,1.9467,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,13,1]",1.47119771856287,1.44647,1.40705531984933,324.6,0.95,1.03406,1.98102,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,13,1]",1.24088892015968,1.20214,1.11981798760418,176,0.95,0.570677,1.8574,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,13,1]",1.87207854291417,1.85577,1.78905487516421,291,0.95,1.35356,2.44077,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,13,1]",2.00824657285429,1.99496,2.03611046772373,275.3,0.95,1.05462,2.89471,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,13,1]",2.22047487025948,2.21334,2.09137513001923,208.1,0.95,1.60118,2.95711,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,13,1]",2.33777946107784,2.31359,2.2469284155568,380.3,0.95,1.73146,3.07008,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,13,1]",2.42003421157685,2.35419,2.13111589434956,250.4,0.95,1.32596,3.60065,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,13,1]",3.23293175648703,3.22382,3.24670386238273,227.3,0.95,2.46521,4.09014,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,14,1]",1.05605561876248,1.04366,0.970093877677157,299.1,0.95,0.671059,1.45693,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,14,1]",1.41114746107784,1.33824,1.24434895681609,266.2,0.95,0.472425,2.46913,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,14,1]",1.32322766666667,1.29002,1.1720815790874,265.6,0.95,0.755935,1.95933,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,14,1]",1.48914045708583,1.45885,1.33641813735065,358.8,0.95,0.957012,2.1785,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,14,1]",1.25163585828343,1.23072,1.24056038356696,236.3,0.95,0.654281,1.97535,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,14,1]",1.8868418762475,1.87841,1.85552137131496,258.5,0.95,1.24587,2.49927,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,14,1]",2.0304222994012,1.9442,1.83717427883317,239.2,0.95,1.04371,3.21653,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,14,1]",2.24274770459082,2.20031,2.10036611237261,228,0.95,1.49377,3.14674,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,14,1]",2.3615655489022,2.33321,2.21570089790481,279.3,0.95,1.58832,3.23835,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,14,1]",2.4351854491018,2.39494,2.36045190229391,264.6,0.95,1.33085,3.66043,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,14,1]",3.26242730538922,3.2836,3.35610539673938,236.5,0.95,2.32047,4.42196,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,15,1]",1.05727376646707,1.03473,0.976084802989261,404,0.95,0.66233,1.43478,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,15,1]",1.41292983233533,1.32766,1.31668811526095,264.4,0.95,0.514084,2.53409,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,15,1]",1.3214437245509,1.29899,1.36434414041663,260.5,0.95,0.712635,1.89789,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,15,1]",1.49102955888224,1.43464,1.38699816949447,331.4,0.95,0.92055,2.19989,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,15,1]",1.25656765469062,1.20665,1.18119901081711,294.1,0.95,0.617327,2.08861,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,15,1]",1.89380517964072,1.85283,1.82406106038314,325.6,0.95,1.24783,2.64232,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,15,1]",2.02997934131737,1.94645,1.84210040926562,111.8,0.95,1.02933,3.17456,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,15,1]",2.24651556886228,2.19138,2.07447022593519,309.1,0.95,1.3546,3.10465,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,15,1]",2.36629451097804,2.28243,2.12668891020218,372.2,0.95,1.53887,3.25889,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,15,1]",2.44727467065868,2.34128,2.14528174719403,248.5,0.95,1.36323,4.05027,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,15,1]",3.26973091816367,3.20252,3.17512574104948,389.8,0.95,2.21802,4.51163,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,16,1]",0.908207820359281,0.902346,0.799262697249238,284.2,0.95,0.620303,1.23315,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,16,1]",1.21243485229541,1.16598,1.13869756244658,209.5,0.95,0.412866,1.9939,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[3,16,1]",1.13952145708583,1.12567,1.09631891503001,223.5,0.95,0.601116,1.63278,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[4,16,1]",1.27954011177645,1.26201,1.22293620180019,291.6,0.95,0.820329,1.80733,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[5,16,1]",1.08154623952096,1.03812,0.968009800661186,212.9,0.95,0.546649,1.75564,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[6,16,1]",1.62185435129741,1.61696,1.6785180102921,334.9,0.95,1.12675,2.10376,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[7,16,1]",1.7392846007984,1.68921,1.57764949745891,273.4,0.95,1.03689,2.73212,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[8,16,1]",1.92332355289421,1.91392,1.91151841897115,319.3,0.95,1.37672,2.63653,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[9,16,1]",2.02805341317365,2.01183,2.03525731219395,278.9,0.95,1.39485,2.69132,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[10,16,1]",2.09699792814371,2.0204,1.91727630926399,238.2,0.95,1.14548,3.21241,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[11,16,1]",2.80657185628743,2.79839,2.86276017962399,283.1,0.95,1.91581,3.60415,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[1,17,1]",0.980000842315369,0.960561,0.964051060311843,308.3,0.95,0.596233,1.44022,NA,NA,NA,NA,NA,NA,NA
"ppx1x2x3p[2,17,1]",1.31458104590818,1.2316,1.16197288403177,238.4,0.95,0.479453,2.37387,NA,NA,NA,NA,NA,NA,NA
